sqft,bedrooms,bathrooms,age_years,price
3704.125389933679,1,1,65,527633.5849985974
3440.590860054364,4,3,58,580363.6541465184
893.4200952240265,4,2,73,124793.87923803861
2613.2265886090286,1,3,35,385794.80920550437
2177.1877321136867,1,1,51,306384.8337756567
2581.397046708975,4,1,49,408052.4106156033
2807.4625231317214,4,2,67,429961.67813669133
1573.3082181110517,5,2,59,254243.52259290684
3864.7279565775993,2,1,32,567583.3660871811
2130.440122713937,2,1,58,302023.9974249105
2698.352992027174,5,2,47,434582.1372659122
2723.2916436489963,3,3,63,413898.45461366244
1143.6128877839192,2,3,43,172003.33216122596
716.5289635473096,1,3,46,129626.15872612828
1940.3088822429122,1,3,35,308751.13641906163
3174.10530953464,5,3,41,557903.7734067596
3353.276259021201,4,3,35,542289.1822324616
3054.9623715072275,4,3,35,506102.29984006885
896.2173338382805,4,3,56,160909.36247524733
3696.742015358659,3,2,59,561602.9169622979
3307.1280229904933,2,3,12,533636.3171119964
3571.919783273367,2,3,78,521915.2188786611
2331.56453541312,3,2,66,321540.6372592745
3704.7240228525634,4,2,49,578432.9939535916
663.2828328386051,4,3,56,139982.2003710972
606.010918760607,3,3,40,92852.85612496658
570.754506746514,2,1,16,100604.40656539904
1384.6903728335974,5,1,24,266016.71727682726
1369.99420623144,2,1,27,235745.85440638824
1156.261670245883,1,3,62,161559.4188732581
2484.695364348885,3,1,67,370884.20336556423
636.4504436156587,1,1,50,102577.80744566396
2566.3575374219813,2,2,33,419864.1223153486
1081.0390356652597,2,2,1,196616.60231706797
2872.557979985583,1,1,67,389259.26548092143
573.7637405536188,4,2,45,131228.54084727526
1586.995689686182,5,3,31,303552.00942146184
3784.194504026149,2,3,33,584136.3418888648
2384.387329570356,1,1,79,312003.00543625007
3340.5559096136276,2,3,56,511981.52032524423
2803.0912856410405,5,3,31,479670.3892774434
2637.6277496473417,5,3,30,454843.78296985116
1169.384380297141,5,2,78,187472.54439770003
2510.381618902321,2,1,75,327323.2373545792
638.9024646065,3,3,30,160676.29021978824
3305.8254178215566,1,3,0,553040.8843436025
3860.248209591616,5,3,33,662174.5439172472
3489.0317496964585,4,2,65,535339.2091316172
677.4837608812143,1,3,13,132078.21232592742
1685.3102918307645,4,3,29,313158.5694035484
1613.0111925179879,3,2,62,258559.79736668002
894.5094710300449,1,2,23,118536.25652101326
2693.1413676484235,2,2,6,446432.137551313
3291.1036137821666,4,3,20,537784.083093782
1598.0251520078536,2,1,62,222017.57044948253
3519.8323222155714,1,1,19,523891.3070517636
3289.944194961454,5,2,39,565658.4982495267
951.9827951601367,5,2,66,175998.308794298
3184.0070485835436,1,1,68,443777.22737045976
3589.172519656714,1,1,32,554522.9172692517
1190.4889944111128,5,3,49,225304.06769344807
2507.744128244831,2,2,61,358557.4210345444
2735.62488107736,1,3,75,386569.7534284535
2632.6699012240992,3,3,26,431650.2391814946
836.8598716981521,4,1,41,150428.98117350298
2814.170113552322,2,1,16,454827.97411289916
2711.841536378315,2,1,18,423610.1638649583
3383.59921150705,2,3,6,552759.0258342657
3312.294446956149,3,2,73,507515.3735132472
1645.0887277642948,2,1,28,261647.6109183221
3027.1656652429388,5,2,71,489390.1531327011
3535.456856503246,4,2,67,544713.6995930682
3625.3171536677633,4,2,67,536796.097153825
1065.2931443144973,2,1,41,143289.65874394105
593.4582253019962,1,2,47,56721.61286949966
2777.8260519778,5,2,0,511607.9789007705
1251.3669546031715,2,2,21,219071.1673803472
2472.9840349347423,3,3,1,426076.1520556973
3806.8158543239433,3,2,1,609480.4871384695
1827.618684883987,4,1,28,314107.02192796953
1384.7109263450736,4,2,64,220528.2613438965
2097.7851748665425,1,1,48,302022.309850264
2800.3536964475675,1,1,52,386896.8177881355
853.8463874913057,4,1,26,147775.55672647318
1832.0466722518995,5,2,35,348159.3191795866
968.0241609348294,5,2,30,185030.98615162587
2818.561775649888,5,1,41,458636.5007904718
3406.933862921144,1,3,12,560324.1796315267
1818.9882349307386,5,3,63,282174.46337677795
1801.033834710464,2,1,34,286361.3619663367
2388.325806316021,2,2,18,386868.0431544123
1252.7022287333275,4,2,12,242162.88833368462
1365.933570658698,2,2,1,250101.88842549143
1654.4829914884494,3,3,38,263125.42672208254
2100.9899434837607,5,2,7,354487.5526285323
785.360111059007,5,3,24,213685.5300701516
3134.56247728452,3,3,79,465723.81258035055
2526.69101050239,3,2,42,412638.28223027056
1548.9285551167543,2,1,16,268995.5678172967
771.4130032285099,2,3,68,116591.00366591809
3171.1333299051844,1,2,78,450045.9743093701
958.7764590196225,3,3,14,206202.29755696576
966.223248223874,2,3,2,217766.54010219104
957.3948603254684,4,2,62,167320.26081543587
784.4180889059667,4,3,53,169011.00433492224
3672.3732789008995,2,3,53,555133.3489252133
1442.3550488568667,4,2,42,242472.39625408358
1572.4370272240108,5,3,53,281728.5204447669
3414.7800850072367,2,2,39,528972.6186484073
2669.732108991305,3,3,27,449837.97057694424
1155.001852892516,5,3,0,289177.89567638753
2021.846943318061,1,3,23,336357.87130207615
3593.7286265275134,3,1,45,549030.4812173937
1813.809059568123,2,3,35,324609.2834656511
2988.085436187868,3,1,49,458920.5321360225
838.8269809276383,2,3,17,168562.98087424194
3045.6367185849035,2,2,66,453379.6470212206
3217.6573342283627,1,2,54,464543.47611896694
3390.1837359574643,3,2,66,493560.3999348113
2859.703466523239,4,3,70,449948.5585685582
1797.564781891884,2,2,64,255863.4431481568
724.7420005813626,1,3,58,88512.99323770958
2315.716819211032,5,3,4,432964.8056140867
3151.1096723377073,1,3,33,482346.04116021376
1167.93371221387,3,3,70,173434.6467718279
1431.8302931453027,2,1,72,163831.61519069617
2376.4201483278025,2,2,41,363195.4354635777
3119.1604701427173,5,2,67,518398.81259719655
3638.0535576571283,3,1,69,548718.5026527634
940.0953113695921,5,2,48,196694.5820813427
1144.9457450327382,5,3,72,200858.29379074028
3298.3793998584997,4,1,50,527457.3898541145
2755.8256805821616,4,1,6,455622.04273591517
3023.404771334921,4,1,13,493366.2614963963
3988.699077609598,1,3,32,619435.5370407448
3787.129855418084,4,1,37,574349.0949330739
3450.5877339455515,3,3,40,549469.3782706835
3219.905331686137,3,1,32,506884.8015863312
1882.5672532225292,3,3,48,332053.6519083496
2744.301887134353,5,3,24,469110.5535163186
1145.559748563026,1,2,75,148121.3127351337
3158.2306284828205,4,2,2,528508.5390894193
3151.9173258143605,5,1,2,532138.0369519781
3024.5332477215165,5,3,24,481496.9618355833
2056.7965854937265,5,3,48,343231.1341118296
1823.6311507678738,1,1,14,300458.69384979724
1969.1982632947947,1,2,39,301912.22379120335
616.687322889363,2,2,22,119287.294147647
3455.1204074402253,3,1,10,591885.9580559214
2398.2945714417,1,3,59,359616.9882317531
1856.3152365060596,2,1,54,249943.56032676858
2418.1006889311357,1,2,4,386560.3794675385
3025.7407648188178,2,1,58,439659.9710654007
1835.113042894385,3,3,79,298946.83244505164
3407.2423569419716,2,1,9,523599.4903479723
3718.121712068855,3,2,41,585252.2343399723
1856.0130405872555,1,1,8,307559.6575304814
982.3565402247589,4,1,46,155603.44041365336
3161.306535965638,4,3,39,519364.6972366459
3975.321005620121,4,3,10,633544.2015176736
1017.9585206672264,2,3,76,144432.2630059501
2994.364866215127,5,1,0,485546.148175222
3388.631901050141,4,3,66,524840.5692463857
3722.0018074872637,2,3,56,590083.3886180499
931.8349499715101,5,2,53,181516.74053322928
821.3346960306332,5,2,79,138824.17831427135
3957.5505364628675,3,2,31,625149.079540668
908.647697855559,3,3,45,195353.96527847103
1118.8264569791363,2,1,76,148309.6738690538
2512.3352684015663,2,3,3,440963.4596843071
2061.9556270137214,1,1,37,294297.8790755087
3126.3726696474155,1,1,64,432403.4355914039
1166.9503685533969,4,3,11,225828.7831028991
3700.497165459718,4,2,16,605750.5536085931
1260.1819620770286,4,2,47,207153.47712066604
3191.888465653239,5,2,72,513888.66451344447
736.6123384592123,4,2,7,180489.81059879254
2156.9090571500788,2,3,4,369670.76829640556
613.9541432581755,1,3,69,67917.15196799781
1598.3374723898603,3,3,22,242330.78686810547
1592.8073596126017,1,3,40,237225.19111307527
3019.1195369850143,4,3,62,482862.89600997814
2092.5611910333996,5,3,58,364358.06805697334
698.7102683752087,4,3,17,120542.71046744511
3983.765808001489,4,1,68,564635.5417841807
3610.4475734791645,5,3,60,582990.1775350198
3707.133772406911,1,2,63,520437.60781474004
1363.0143552577356,3,2,40,223305.55291784415
1879.3858915373878,4,3,63,299564.86578872695
1295.1282531967368,5,1,64,220852.37923187407
937.1723376218299,1,3,62,102504.30116121584
615.5837363300749,1,1,61,56163.52200163018
2261.6775679524244,4,3,30,404301.1069464281
930.967796232364,4,3,61,168995.05815705968
1117.065299788445,3,2,2,207747.42096452496
3511.664881601673,1,3,71,515752.50417040935
2194.84969021876,4,2,20,383530.74435851857
1142.9623235708727,3,2,47,174746.12381225146
2844.525959360593,1,1,52,416396.5436958177
1430.5270719318682,1,2,61,205863.4206162462
2344.2802001752,5,2,25,407763.9379278126
1490.3350375182054,5,1,46,269786.0468292766
2306.564156288304,5,2,78,344295.68698691094
2699.867567622031,1,2,79,383204.9663356637
2376.7282783944374,5,3,25,420734.5988733043
1884.614375532152,3,1,5,309866.3080037758
3267.848295696852,4,3,56,511624.41553134366
3557.0310720098955,4,3,57,580341.2904424648
1127.7994229087221,2,1,9,186821.17264274287
977.0805368631067,2,3,2,190894.91598088492
896.1707427371493,5,1,36,164997.2244302555
3928.5885565691106,5,2,37,626024.0150786205
3795.569559995712,4,2,64,598476.7586689187
1307.3351380538584,3,1,58,227603.155606531
3894.6765075375993,4,3,72,621532.093094015
1227.361834931914,5,3,67,225103.55256250338
2272.666056658458,4,1,5,405190.9955525432
2240.847654768303,2,2,49,333891.3773611734
3702.34565958594,2,3,64,547884.1627685227
641.8510096317177,5,3,35,137961.87183183126
1603.7278505203349,5,2,77,278392.9891061208
2599.9114446300464,1,2,60,367054.2757737978
732.3937647614764,4,3,1,173529.20186594912
1327.927017421076,3,2,63,193433.08884675807
2127.7220893413914,2,2,65,312075.6563218614
3582.999594042297,3,2,31,558603.5391194558
3163.3583258022572,2,2,3,514467.45870266313
3401.431643466095,5,1,12,572179.7479304564
3163.7442038525933,1,1,54,472285.9758427767
2977.0227161742405,4,3,30,479257.39316676784
3473.9266992625635,3,2,79,516376.2431862177
2885.1684175784108,5,3,36,480769.25240937836
3074.890707597604,5,3,6,537174.4906240001
1555.7557596327497,3,3,71,263673.5683022353
1086.7425301455958,2,2,59,167186.6401611342
3147.8374270452596,4,2,72,474938.2734452825
1080.4305351903145,2,2,8,205050.0447601335
3718.095480319892,3,3,78,558128.3107231478
2588.2499307464245,5,3,46,455008.2282730024
1653.0193950513883,1,1,79,198652.62362515833
3778.251048283228,1,3,27,591491.7220647708
1042.9559517824569,2,3,46,167694.34788515387
2300.6321819333625,1,1,44,331173.3006473926
820.4392562568264,1,2,7,145323.62257797158
3878.996981796008,4,3,60,599774.9513998878
2513.8162163407014,1,2,39,377571.1764402003
3312.833092300189,1,3,15,538578.8337489673
1486.72846526696,1,1,16,222357.5103359747
3306.2881933398853,4,1,23,528935.4547662283
2959.9468795618427,1,1,27,448976.14343545696
2752.8851442743985,5,1,9,463695.5939795398
3826.969852174612,4,1,51,603261.2754236767
2017.2196833333505,3,3,32,350579.2783732106
1952.809517572445,1,1,39,248855.3295256283
2922.4239507475586,1,2,6,454003.5111197196
3422.693571500638,5,1,78,504145.0625604157
1672.7660701182801,2,2,2,303704.71307581005
2843.7996914350874,3,2,57,449000.01812827494
1231.630927524372,3,1,58,165740.29095708707
2430.9499077850905,3,1,57,354018.91389677365
3192.100956538465,5,3,56,519960.71121854853
728.6023290255944,1,3,47,105360.08107588158
3047.4472290549506,4,3,2,541306.9817931555
554.0136693267616,4,2,22,146138.48277274845
3854.2251014835183,4,2,52,611432.0961477406
2140.344301744501,5,3,64,373150.6063760102
1931.747996984826,3,1,53,306365.93166777876
3021.556278037016,5,2,74,471130.92068683275
2331.546044881321,2,3,27,372854.756536513
3057.9709936314216,2,1,46,444121.50194133195
796.6526315679873,4,3,23,188372.40269010983
2469.771547320054,3,3,41,413996.9665842261
2453.3804249735567,1,1,18,389796.09370676125
3762.3986209808704,3,3,8,616278.2394982659
638.6195233102114,3,2,48,105777.809536797
2084.8687506974265,4,3,17,378219.0730618052
2708.755192560114,5,2,10,495010.2653727211
2427.6143294388803,4,1,28,404192.1833233379
759.5638423609245,2,1,43,116031.87661792936
2576.2993761497596,3,3,44,402211.94070170284
1277.689098295425,4,2,32,238787.79654061457
1184.422127678968,1,1,67,153197.6503275825
3575.4180966167874,4,3,40,565450.7582155503
1192.4473770889026,3,1,55,206021.0724050076
2090.017632022651,1,2,60,282098.1675448928
3126.0040878372115,2,2,31,500024.85184363555
2975.60385108608,5,1,18,498117.2736473774
2437.1065207245447,2,2,63,359736.9862090348
3324.6601142423665,2,3,25,518260.217322962
2130.3566097139837,5,1,34,353207.61257806025
2671.3490180880094,5,2,38,458856.4767834722
3366.208242516276,2,1,57,489652.2270622698
2873.320726045371,2,1,26,438344.45025842893
2746.399283475824,2,3,17,462685.7713224062
1921.450533079906,4,1,54,312749.3138217945
2454.1321033267677,1,1,65,339765.8654533258
1886.2893239171801,5,2,11,355775.1313045036
3105.0228935400214,1,3,79,467198.6575962022
1831.5055463998758,5,3,73,301052.01642211096
2133.174040118057,5,3,23,394535.55089605425
3144.099814992481,3,3,75,481120.4101806934
2262.7952946543974,3,2,3,370545.12844770565
1683.1139973868733,1,1,10,237118.31041084515
3393.8662860429813,3,2,78,502773.2575835027
1833.3690794651598,4,2,38,323635.74903734215
3456.5518523607097,4,1,30,554678.1539134652
3248.341409445492,3,1,27,502987.1641077936
2065.5108831982016,4,2,29,343163.4698053654
2995.1182890543973,1,3,27,478888.22317319154
620.3639508779341,1,3,16,115073.59061227301
1864.2944135864302,2,3,16,294286.28358223406
3511.1679016862586,1,3,35,547949.8218333445
2528.387751314258,5,1,43,417597.972775983
2452.3903917818925,4,3,69,393503.196023043
2826.5860994374166,3,2,64,442376.0991879008
2871.8507119098954,4,3,33,499150.78390131664
2542.5938786649353,1,1,18,396475.76324740984
1972.202586784753,4,1,4,347271.2811489599
1142.1929086537878,4,1,62,147692.48060614677
1524.247122975532,5,1,10,294218.3702945945
1525.2276196208552,3,3,59,242594.13682515133
2007.6072362408095,4,3,53,353431.6144254112
3996.705644179355,5,2,50,656571.2805650771
1733.9317965753496,2,2,62,259728.0802170838
2065.8274863674396,3,1,71,318511.3420818291
1800.6964733925847,4,3,68,289812.587960298
2534.997088337049,1,1,48,362411.9394358624
3817.6450281653442,3,1,1,604561.4214928114
3611.755128014817,1,2,63,516980.6182685117
1819.9856099658646,4,1,3,330927.5613886673
1434.153997146765,1,3,76,209154.45590175106
3595.395115229898,1,1,61,500869.4302687137
2228.4166861995564,5,1,68,360895.1930056898
2899.3940149135483,2,3,79,457467.90508529113
756.5199799037853,2,2,46,99023.36856553928
3532.9519391018684,3,1,36,542530.8954697135
1595.3780691592397,2,2,23,263417.15699753584
2230.844350506142,3,2,51,362867.5848186194
1193.0737861580994,5,2,48,248115.10844368636
1970.8491795417367,1,3,26,332246.01563505776
3398.17121053876,2,2,57,505784.98621321726
3396.527367557945,2,2,73,480728.1852505063
2157.8520457393433,4,3,57,352446.3060274634
3187.6874541248026,3,3,4,537579.3688635608
2103.234030043006,5,2,31,372479.25630281493
1806.7471906272294,1,2,56,243207.1098670284
2410.611418031588,5,3,59,424112.8322029429
1204.6926850582224,1,2,23,181824.52300243944
1607.965337080237,1,2,26,260649.5912657664
2972.8506996318247,3,2,58,456879.6407013809
3196.7989353713815,3,1,10,500526.71624430525
698.4784735333909,5,3,66,140136.49608752105
3064.8914901846197,2,2,76,441411.26189779217
3361.0047749437435,3,1,53,504155.60391364427
2058.177506368933,4,2,73,328435.7432275397
718.5886950131611,4,2,30,142958.5666342271
2890.1963940594214,2,2,33,486934.4021335745
1361.5728087091034,1,3,17,246503.92178302145
2751.750651227769,1,2,44,394204.3777984726
1818.1787817362642,3,2,49,250878.5923215936
2730.072321357632,2,2,1,469447.62050745066
1403.472080271762,3,3,31,252604.08143134895
2167.879579011199,1,2,76,295754.3788938771
2336.361586620707,1,2,47,328578.918235925
2708.5461385077806,4,3,28,437730.5011251479
1211.087445513218,4,3,34,202044.70368230453
3867.1787632087176,2,1,48,612816.001284315
1511.9832651017477,3,3,6,308893.00504384044
1571.0704611861804,3,3,10,282642.5995295692
1397.0933410605107,1,2,33,241096.32549981115
736.1669119883281,2,1,11,107327.55625684097
1980.2301951552636,2,3,61,309725.3726486681
3201.4270896085027,2,3,46,505001.2565704368
2983.48427839697,4,1,35,463914.42599252344
1184.5035856411064,2,1,53,161657.42933204226
979.2616588666642,3,2,76,124760.28122236536
1624.997791405496,2,1,78,215091.89651565536
3188.8930368652545,3,3,25,540943.0741957618
2208.273475482789,4,1,55,359109.87376807013
3731.144638542401,3,1,37,581366.2348387147
2797.3431807442785,1,2,48,427889.79767443944
2673.173732142469,5,1,51,402789.08387049485
3186.9189411656275,4,1,48,526743.6126179452
3125.9038669253696,4,1,25,505229.7629445912
1703.4334375503777,2,2,21,261264.43839856458
1399.5294060468805,2,1,38,206938.339973718
2031.6748640398878,1,1,29,292988.6895140458
2212.3651326995914,3,1,15,366339.3681713461
996.0296964837169,1,2,50,144137.66215377641
2044.6626826520594,3,2,32,300479.985781117
2739.3813955858186,5,3,10,508728.7567246331
975.0007674421789,5,3,21,242228.05429384892
983.1326082063425,1,3,24,151940.86155359133
1108.0249437964512,3,1,6,228430.1125026831
1491.6599187538823,2,1,13,265143.48500314506
3865.9824620780482,1,2,45,589048.5507581506
590.2695240841153,5,3,2,198299.30567238916
1143.0869139840697,1,2,41,148043.5836290765
1077.667437820202,1,2,36,173716.12049817308
2160.2180880376427,1,2,23,320625.83204179804
552.7547248564583,2,3,29,146063.94617881184
2103.606271898302,2,1,72,276526.52356397436
1070.2285746972493,2,3,44,158134.3596985536
1443.740779320794,2,3,78,221954.53168501414
3273.5421201613917,5,1,31,544555.4621103633
1144.235275169187,5,1,29,217909.6902043857
2659.9509157413736,1,2,5,427088.9414330905
1922.0929446199455,1,3,77,274921.5597398748
1961.5844923258944,5,3,68,352667.4794360232
3358.9589615927725,4,2,78,496860.1032421401
1063.202339655155,1,2,3,178766.1277445999
3733.335787927275,1,2,72,523827.0994676222
3627.2180004142356,3,3,1,605232.3721858608
2839.126869931963,1,1,31,422294.4776811356
673.0656224906204,4,3,1,155980.8218413096
2821.5798497184696,5,1,55,452802.46680538956
2601.216888274032,3,3,63,383930.9215385248
3202.7206802164487,5,1,22,527202.826221349
1248.4105381437307,3,2,29,214374.40927590829
3836.7460363924943,5,1,79,577715.7930149315
3601.6900241742896,3,1,75,547456.380459798
900.2499914504677,2,3,15,198562.8265428669
1603.2065050602023,2,3,25,287640.98661622533
613.5546611988602,1,1,24,117555.0608944503
3408.3152441282496,5,1,32,550398.1530178031
3702.8316133378057,1,1,59,550326.91645838
3964.332379815656,3,1,55,594893.5047864536
2641.737561746119,2,1,61,383899.4761460951
2830.9495259707255,4,2,75,434752.10404711537
2874.419367236394,4,1,43,433785.07579081075
2495.519521845265,3,1,73,351821.9389697892
3833.4801897166467,1,1,79,530463.1329262825
2627.514300549703,5,1,30,444618.89513526077
1675.0411371899906,5,1,48,279983.8518925758
2295.0703397708685,2,2,54,330321.5348872368
565.3200620842194,3,3,61,81680.16578958886
3034.442066886536,1,3,4,491128.70330569
2928.7237666808674,3,1,29,443417.3854814197
1973.6789943642123,5,1,45,311426.70123964
3480.1838166405087,5,2,5,594495.9077408689
3144.341335476048,3,2,51,487532.3050477802
1678.396094315707,3,1,73,225941.87444474798
771.2428940805876,4,2,22,137413.4959897493
962.780586901067,3,1,57,148121.84837368783
1144.952802671824,4,1,52,199406.5457427719
1563.713101541785,5,2,22,288847.3650287802
2066.3050347720964,4,2,24,351124.4893023292
3747.9880240153066,4,1,44,549174.8529214371
1474.4626425785368,5,3,61,272902.0373179461
3645.0498206508546,1,1,15,539345.3078541515
2881.617630372992,4,1,5,496032.2337451844
3487.225202569775,2,2,41,523453.1965722242
1911.3868814080847,1,2,41,281783.4269184208
511.46859669775796,1,3,2,111310.70671033053
3254.3857672298495,5,1,76,469401.6410645895
1359.1654792670563,4,3,43,285723.94109471346
998.6807201687748,1,3,50,125358.63988469589
3298.2205939956057,3,1,57,495784.25379035645
2902.1502749923857,5,1,75,432137.6773393521
1243.453202950198,5,3,78,207573.29686339197
